"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestHandleDatabaseErrorNotFound","0","TestHandleDatabaseErrorNotFound","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestHandleDatabaseErrorNotFound","TestHandleDatabaseErrorNotFound"
"","59","returns a list of the users current permissions","usePermissions","Sat Mar 07 20:40:16 UTC 2026","passed","Sat Mar 07 20:40:16 UTC 2026","","","",""
"","167","renders the card with title and search input","ActiveExtensionsCard","Sat Mar 07 20:39:29 UTC 2026","passed","Sat Mar 07 20:39:29 UTC 2026","","","",""
"","204","Verify Vault Reader count is the count returned by All Readers","EntityInfoDataTable","Sat Mar 07 20:40:20 UTC 2026","passed","Sat Mar 07 20:40:20 UTC 2026","","Node count for Vault Readers nested table","",""
"","1201","should display all available SSO providers","CreateUserDialog","Sat Mar 07 20:39:40 UTC 2026","passed","Sat Mar 07 20:39:42 UTC 2026","","","",""
"","340","does fires TagToLabelDialog when the Label option is clicked","TagToZoneLabel","Sat Mar 07 20:39:23 UTC 2026","passed","Sat Mar 07 20:39:23 UTC 2026","","","",""
"","1","filters by name search (case insensitive)","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","search filter","",""
"Test cases for TestManagementResource_DeleteUser_DeleteUserError","703","TestManagementResource_DeleteUser_DeleteUserError","","Sat Mar 07 20:39:02 UTC 2026","passed","Sat Mar 07 20:39:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_DeleteUserError","TestManagementResource_DeleteUser_DeleteUserError"
"","644","opens and closes the filter","FileIngestFilterDialog","Sat Mar 07 20:39:51 UTC 2026","passed","Sat Mar 07 20:39:52 UTC 2026","","","",""
"Test cases for TestManagementResource_ListRoles_InvalidColumn","0","TestManagementResource_ListRoles_InvalidColumn","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles_InvalidColumn","TestManagementResource_ListRoles_InvalidColumn"
"Test cases for TestGetADDataQualityStats_Failure","0","TestGetADDataQualityStats_Failure","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetADDataQualityStats_Failure","TestGetADDataQualityStats_Failure"
"","159","calls setExploreParams with only the expandedSection label when selecting any accordion that is not composition","EdgeInfoContent","Sat Mar 07 20:39:29 UTC 2026","passed","Sat Mar 07 20:39:29 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"Test cases for TestRequiredValidator","0","TestRequiredValidator","","Sat Mar 07 20:39:10 UTC 2026","passed","Sat Mar 07 20:39:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestRequiredValidator","TestRequiredValidator"
"Test cases for TestArgon2_ParseDigest","0","TestArgon2_ParseDigest","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2_ParseDigest","TestArgon2_ParseDigest"
"Test cases for TestManagementResource_ListRoles","0","TestManagementResource_ListRoles","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListRoles","TestManagementResource_ListRoles"
"Test cases for TestManagementResource_UpdateOIDCProvider","1","TestManagementResource_UpdateOIDCProvider","","Sat Mar 07 20:39:18 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateOIDCProvider","TestManagementResource_UpdateOIDCProvider"
"Test cases for TestTimeExactEqual","0","TestTimeExactEqual","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeExactEqual","TestTimeExactEqual"
"Test cases for TestConvertAzureRoleEligibilityScheduleInstanceToRel","0","TestConvertAzureRoleEligibilityScheduleInstanceToRel","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertAzureRoleEligibilityScheduleInstanceToRel","TestConvertAzureRoleEligibilityScheduleInstanceToRel"
"Test cases for TestDisenrollMFA_Admin_Success","2919","TestDisenrollMFA_Admin_Success","","Sat Mar 07 20:39:09 UTC 2026","passed","Sat Mar 07 20:39:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Admin_Success","TestDisenrollMFA_Admin_Success"
"","7","should not render a Field when the provided value is """"","Field","Sat Mar 07 20:42:42 UTC 2026","passed","Sat Mar 07 20:42:42 UTC 2026","","","",""
"","67","calls setSelected with correct data on click","NoteCell component","Sat Mar 07 20:41:59 UTC 2026","passed","Sat Mar 07 20:41:59 UTC 2026","","","",""
"","0","fails for password shorter than 12 characters","testPassword","Sat Mar 07 20:43:07 UTC 2026","passed","Sat Mar 07 20:43:07 UTC 2026","","","",""
"Test cases for TestResources_CreateSavedQuery_DuplicateName","2","TestResources_CreateSavedQuery_DuplicateName","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_DuplicateName","TestResources_CreateSavedQuery_DuplicateName"
"Test cases for TestDisenrollMFA_Admin_FailureIncorrectPassword","2671","TestDisenrollMFA_Admin_FailureIncorrectPassword","","Sat Mar 07 20:39:13 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Admin_FailureIncorrectPassword","TestDisenrollMFA_Admin_FailureIncorrectPassword"
"","362","sets exploreSearchTab param to pathfinding when the user clicks the `pathfinding` tab","ExploreSearch sets searchType on tab changing","Sat Mar 07 20:43:36 UTC 2026","passed","Sat Mar 07 20:43:36 UTC 2026","","","",""
"Test cases for TestResources_ListADUserSessions","3","TestResources_ListADUserSessions","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSessions","TestResources_ListADUserSessions"
"Test cases for Test_parseAuthorizationHeader","0","Test_parseAuthorizationHeader","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_parseAuthorizationHeader","Test_parseAuthorizationHeader"
"Test cases for TestResources_ListADEntityAdminRights","0","TestResources_ListADEntityAdminRights","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityAdminRights","TestResources_ListADEntityAdminRights"
"","163","displays the label for each result","SearchCurrentNodes","Sat Mar 07 20:41:31 UTC 2026","passed","Sat Mar 07 20:41:31 UTC 2026","","","",""
"","10","removes a notification","AppNotifications","Sat Mar 07 20:42:02 UTC 2026","passed","Sat Mar 07 20:42:02 UTC 2026","","","",""
"","27","renders a preview version by default","PrivilegeZonesCypherEditor Search component for Zone Management","Sat Mar 07 20:42:11 UTC 2026","passed","Sat Mar 07 20:42:11 UTC 2026","","","",""
"","509","displays a warning dialog when mounted","EarlyAccessFeatures","Sat Mar 07 20:43:52 UTC 2026","passed","Sat Mar 07 20:43:53 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQueryPermissions","2","TestResources_DeleteSavedQueryPermissions","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQueryPermissions","TestResources_DeleteSavedQueryPermissions"
"Test cases for TestUnmarshalString","0","TestUnmarshalString","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalString","TestUnmarshalString"
"Test cases for Test_filterNodesToSearchResult_filterEnvironments","0","Test_filterNodesToSearchResult_filterEnvironments","","Sat Mar 07 20:38:55 UTC 2026","passed","Sat Mar 07 20:38:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironments","Test_filterNodesToSearchResult_filterEnvironments"
"TestMigrator_GenerateManifestAfterVersion builds upon the GenerateManifest testby starting from different version points and spot checking migration counts.","0","TestMigrator_GenerateManifestAfterVersion","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestMigrator_GenerateManifestAfterVersion","TestMigrator_GenerateManifestAfterVersion"
"Test cases for TestManagementResource_ListPermissions","0","TestManagementResource_ListPermissions","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions","TestManagementResource_ListPermissions"
"","96","renders an input box","SearchBar","Sat Mar 07 20:42:58 UTC 2026","passed","Sat Mar 07 20:42:58 UTC 2026","","","",""
"","481","clears applied filters when clicking the Clear button","Privilege Zones History Filter Dialog","Sat Mar 07 20:40:54 UTC 2026","passed","Sat Mar 07 20:40:55 UTC 2026","","","",""
"Test cases for TestMarshalString","0","TestMarshalString","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalString","TestMarshalString"
"Test cases for TestResources_ExportSavedQuery","43","TestResources_ExportSavedQuery","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ExportSavedQuery","TestResources_ExportSavedQuery"
"","145","fires onSelect prop when a result is clicked","SearchCurrentNodes","Sat Mar 07 20:41:31 UTC 2026","passed","Sat Mar 07 20:41:31 UTC 2026","","","",""
"","426","should not call onSubmit when expired password is not supplied when reset password button clicked","PasswordResetForm","Sat Mar 07 20:41:01 UTC 2026","passed","Sat Mar 07 20:41:01 UTC 2026","","","",""
"Test cases for TestGC_NewDataPruningDaemon","0","TestGC_NewDataPruningDaemon","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/gc/TestGC_NewDataPruningDaemon","TestGC_NewDataPruningDaemon"
"","270","On unsuccessful upload, notifies with an error and displays a retry button","SchemaUploadDialog","Sat Mar 07 20:41:12 UTC 2026","passed","Sat Mar 07 20:41:12 UTC 2026","","","",""
"Test cases for TestParseKinds","0","TestParseKinds","","Sat Mar 07 20:39:11 UTC 2026","passed","Sat Mar 07 20:39:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/TestParseKinds","TestParseKinds"
"","182","closes the dialog when the ""Cancel"" button is clicked","SchemaUploadDialog","Sat Mar 07 20:41:11 UTC 2026","passed","Sat Mar 07 20:41:12 UTC 2026","","","",""
"Test cases for Test_setRawValue","1","Test_setRawValue","","Sat Mar 07 20:38:48 UTC 2026","passed","Sat Mar 07 20:38:48 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/Test_setRawValue","Test_setRawValue"
"Test cases for TestManagementResource_UpdateUser_DBError","725","TestManagementResource_UpdateUser_DBError","","Sat Mar 07 20:39:01 UTC 2026","passed","Sat Mar 07 20:39:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_DBError","TestManagementResource_UpdateUser_DBError"
"","180","can render","ExploreSearchCombobox","Sat Mar 07 20:40:14 UTC 2026","passed","Sat Mar 07 20:40:15 UTC 2026","","","",""
"Test cases for TestResources_EndIngestJob","104","TestResources_EndIngestJob","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_EndIngestJob","TestResources_EndIngestJob"
"","12","when there is no ID in the URL and no tags available, no ID is returned (it is undefined)","usePZQueryParams","Sat Mar 07 20:41:34 UTC 2026","passed","Sat Mar 07 20:41:34 UTC 2026","","","",""
"Test cases for TestMarshalFloatText","0","TestMarshalFloatText","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalFloatText","TestMarshalFloatText"
"","2231","should allow user to create new SAML provder and then display it in the table","SSOConfiguration","Sat Mar 07 20:40:05 UTC 2026","passed","Sat Mar 07 20:40:07 UTC 2026","","","",""
"Test cases for TestDefineSID","0","TestDefineSID","","Sat Mar 07 20:39:12 UTC 2026","passed","Sat Mar 07 20:39:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/ad/wellknown/TestDefineSID","TestDefineSID"
"Test cases for TestCreateUser_FailureDuplicateEmail","1244","TestCreateUser_FailureDuplicateEmail","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:51 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestCreateUser_FailureDuplicateEmail","TestCreateUser_FailureDuplicateEmail"
"","1","filters by moderate risk level","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","risk filters","",""
"","141","renders details for a selected zone","DynamicDetails","Sat Mar 07 20:40:28 UTC 2026","passed","Sat Mar 07 20:40:28 UTC 2026","","","",""
"","217","should disable Cancel and Save buttons while isLoading is true","UpdateUserDialog","Sat Mar 07 20:39:44 UTC 2026","passed","Sat Mar 07 20:39:44 UTC 2026","","","",""
"","141","should render all of the options as checkboxes","Checkbox group","Sat Mar 07 20:42:55 UTC 2026","passed","Sat Mar 07 20:42:55 UTC 2026","","","",""
"","208","Trying to view the edge info does not crash the app when selecting an unrecognized edge","EdgeInfoContent","Sat Mar 07 20:39:28 UTC 2026","passed","Sat Mar 07 20:39:28 UTC 2026","","","",""
"","28","should display hidden node label for hidden node","EntityInfoHeader","Sat Mar 07 20:41:43 UTC 2026","passed","Sat Mar 07 20:41:43 UTC 2026","","","",""
"","2","determines glyphs with the tier_managent_engine feature flag disabled","getNodeGlyphs","Sat Mar 07 20:43:45 UTC 2026","passed","Sat Mar 07 20:43:45 UTC 2026","","","",""
"","49","returns when zone limit is reached","useTagLimits","Sat Mar 07 20:39:37 UTC 2026","passed","Sat Mar 07 20:39:37 UTC 2026","","","",""
"Test cases for TestBoolIsZero","0","TestBoolIsZero","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolIsZero","TestBoolIsZero"
"","135","renders Zone as first tab and is also the initially selected on first render in Zone View/Tab","Selected Details Tabs","Sat Mar 07 20:40:36 UTC 2026","passed","Sat Mar 07 20:40:36 UTC 2026","","Selected Details Tabs - Params present","",""
"","104","should call onCancel when return to login button clicked","OneTimePasscodeForm","Sat Mar 07 20:42:27 UTC 2026","passed","Sat Mar 07 20:42:27 UTC 2026","","","",""
"","14","renders note content when currentNote is present","HistoryNotes Component","Sat Mar 07 20:42:53 UTC 2026","passed","Sat Mar 07 20:42:53 UTC 2026","","","",""
"","553","does not allow confirmation while dates are invalid","FileIngestFilterDialog","Sat Mar 07 20:39:54 UTC 2026","passed","Sat Mar 07 20:39:55 UTC 2026","","Date Range Inputs","",""
"","1751","hides the password field and removes the requirement when logged in with SSO","Users","Sat Mar 07 20:40:41 UTC 2026","passed","Sat Mar 07 20:40:42 UTC 2026","","","",""
"","177","should render action list item that handles a function","MainNav","Sat Mar 07 20:39:50 UTC 2026","passed","Sat Mar 07 20:39:50 UTC 2026","","","",""
"Test cases for TestResources_GetSavedQuery","45","TestResources_GetSavedQuery","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetSavedQuery","TestResources_GetSavedQuery"
"Test cases for TestResources_CreateSavedQuery_InvalidBody","1","TestResources_CreateSavedQuery_InvalidBody","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CreateSavedQuery_InvalidBody","TestResources_CreateSavedQuery_InvalidBody"
"Test cases for TestResources_ListADDomainForeignUsers","0","TestResources_ListADDomainForeignUsers","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignUsers","TestResources_ListADDomainForeignUsers"
"","157","renders with the Export and Delete buttons disabled","QuerySearchFilter","Sat Mar 07 20:41:31 UTC 2026","passed","Sat Mar 07 20:41:31 UTC 2026","","","",""
"Test cases for TestResources_SearchAssetGroupTags","5","TestResources_SearchAssetGroupTags","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchAssetGroupTags","TestResources_SearchAssetGroupTags"
"","15","when password is expired and not on password reset page, redirects to password reset page","AuthenticatedRoute","Sat Mar 07 20:44:00 UTC 2026","passed","Sat Mar 07 20:44:00 UTC 2026","","","",""
"","31","should display a message to select an object","EntityInfoPanel","Sat Mar 07 20:42:18 UTC 2026","passed","Sat Mar 07 20:42:19 UTC 2026","","","",""
"Test cases for TestDomainSelectors_GetFilterCriteria_Success_Empty","0","TestDomainSelectors_GetFilterCriteria_Success_Empty","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_GetFilterCriteria_Success_Empty","TestDomainSelectors_GetFilterCriteria_Success_Empty"
"","61","calls getKey for each item (stable keys hook)","<DetailsAccordion />","Sat Mar 07 20:40:01 UTC 2026","passed","Sat Mar 07 20:40:01 UTC 2026","","","",""
"","115","should disable the create provider button and not display providers if the user lacks permission","SSOConfiguration","Sat Mar 07 20:40:07 UTC 2026","passed","Sat Mar 07 20:40:07 UTC 2026","","","",""
"Test cases for TestIntFrom","0","TestIntFrom","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntFrom","TestIntFrom"
"","287","renders the form for editing an existing zone","Tag Form","Sat Mar 07 20:39:13 UTC 2026","passed","Sat Mar 07 20:39:13 UTC 2026","","","",""
"","650","should allow user to configure 2fa","Enable2FADialog","Sat Mar 07 20:41:21 UTC 2026","passed","Sat Mar 07 20:41:21 UTC 2026","","","",""
"Test cases for TestContextMiddleware_InvalidWait","0","TestContextMiddleware_InvalidWait","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware_InvalidWait","TestContextMiddleware_InvalidWait"
"","270","Toggles node and edge labels on/off depending on their existing state","GraphControls","Sat Mar 07 20:39:49 UTC 2026","passed","Sat Mar 07 20:39:49 UTC 2026","","Toggling labels","",""
"","833","should render the cypher search controls when user clicks on cypher tab","ExploreSearch rendering per tab","Sat Mar 07 20:43:34 UTC 2026","passed","Sat Mar 07 20:43:35 UTC 2026","","","",""
"","73","should display ""Password"" input","Enable2FADialog","Sat Mar 07 20:41:58 UTC 2026","passed","Sat Mar 07 20:41:58 UTC 2026","","","",""
"","15","displays CaretUp icon when the sortOrder is asc","ColumnHeaders","Sat Mar 07 20:41:16 UTC 2026","passed","Sat Mar 07 20:41:16 UTC 2026","","SortableHeader","",""
"","37","applies empty state height when no results","ActiveExtensionsCard","Sat Mar 07 20:39:30 UTC 2026","passed","Sat Mar 07 20:39:30 UTC 2026","","","",""
"Test cases for TestDatabase_checkError_OtherError","0","TestDatabase_checkError_OtherError","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_checkError_OtherError","TestDatabase_checkError_OtherError"
"","147","calls onSort when clicked","ColumnHeaders","Sat Mar 07 20:41:16 UTC 2026","passed","Sat Mar 07 20:41:16 UTC 2026","","SortableHeader","",""
"Test cases for TestTenantRoles","0","TestTenantRoles","","Sat Mar 07 20:39:13 UTC 2026","passed","Sat Mar 07 20:39:13 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestTenantRoles","TestTenantRoles"
"","485","clear validation error on input","ManagedDatePicker - date validation","Sat Mar 07 20:41:08 UTC 2026","passed","Sat Mar 07 20:41:08 UTC 2026","","","",""
"","182","renders an interactive version when preview is set to false","PrivilegeZonesCypherEditor Search component for Zone Management","Sat Mar 07 20:42:11 UTC 2026","passed","Sat Mar 07 20:42:11 UTC 2026","","","",""
"","54","displays a warning when there is a problem fetching the list of collectors","DownloadCollectors","Sat Mar 07 20:43:35 UTC 2026","passed","Sat Mar 07 20:43:35 UTC 2026","","","",""
"","1188","should call the setCypherQuery handler when the value in the editor changes","CypherSearch","Sat Mar 07 20:41:15 UTC 2026","passed","Sat Mar 07 20:41:16 UTC 2026","","","",""
"Test cases for TestDomainSelectors_TestIsSortable","0","TestDomainSelectors_TestIsSortable","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestDomainSelectors_TestIsSortable","TestDomainSelectors_TestIsSortable"
"Test cases for TestFloatIsZero","0","TestFloatIsZero","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatIsZero","TestFloatIsZero"
"Test cases for TestResources_GetAssetGroupTagSelectors","0","TestResources_GetAssetGroupTagSelectors","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupTagSelectors","TestResources_GetAssetGroupTagSelectors"
"Test cases for TestGC_Name","0","TestGC_Name","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/gc/TestGC_Name","TestGC_Name"
"Test cases for TestNewManifest","0","TestNewManifest","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/migration/TestNewManifest","TestNewManifest"
"","262","should render","NoDataDialog","Sat Mar 07 20:43:04 UTC 2026","passed","Sat Mar 07 20:43:05 UTC 2026","","","",""
"","488","when an `inputValue` is provided it eventually displays a list of search results","ExploreSearchCombobox","Sat Mar 07 20:40:15 UTC 2026","passed","Sat Mar 07 20:40:15 UTC 2026","","","",""
"Test cases for TestAuditLogin_UserNotFound","0","TestAuditLogin_UserNotFound","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin_UserNotFound","TestAuditLogin_UserNotFound"
"","0","returns fallback Cypher message when ruleType is undefined and seeds are required","getErrorMessage","Sat Mar 07 20:39:53 UTC 2026","passed","Sat Mar 07 20:39:53 UTC 2026","","","",""
"Test cases for TestInt64From","0","TestInt64From","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64From","TestInt64From"
"","0","returns paramValue as EnvironmentAggregation if paramValue is azure","useEnvironmentParams","Sat Mar 07 20:43:06 UTC 2026","passed","Sat Mar 07 20:43:06 UTC 2026","","parseEnvironmentAggregation","",""
"","52","renders highlight for the active tag","SelectedHighlight","Sat Mar 07 20:42:21 UTC 2026","passed","Sat Mar 07 20:42:21 UTC 2026","","","",""
"","7","shows ""no permission"" notification if lacking permission","useFinishedJobs","Sat Mar 07 20:40:52 UTC 2026","passed","Sat Mar 07 20:40:52 UTC 2026","","","",""
"","583","should sort by type","SSOProviderTable","Sat Mar 07 20:41:54 UTC 2026","passed","Sat Mar 07 20:41:54 UTC 2026","","","",""
"Test cases for TestWriteAndValidateJSON","2","TestWriteAndValidateJSON","","Sat Mar 07 20:38:59 UTC 2026","passed","Sat Mar 07 20:38:59 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateJSON","TestWriteAndValidateJSON"
"","60","has no checked boxes by default","SourceKindsCheckboxes","Sat Mar 07 20:40:46 UTC 2026","passed","Sat Mar 07 20:40:47 UTC 2026","","","",""
"","182","has the correct value for the links in the breadcrumbs","Create Update pages","Sat Mar 07 20:42:26 UTC 2026","passed","Sat Mar 07 20:42:26 UTC 2026","","","",""
"","115","buttons are disabled while loading","LoginForm","Sat Mar 07 20:42:35 UTC 2026","passed","Sat Mar 07 20:42:35 UTC 2026","","","",""
"","673","clicking checkbox will remove error if present","DatabaseManagement","Sat Mar 07 20:43:42 UTC 2026","passed","Sat Mar 07 20:43:43 UTC 2026","","","",""
"","155","renders the form for creating a new label","Tag Form","Sat Mar 07 20:39:13 UTC 2026","passed","Sat Mar 07 20:39:13 UTC 2026","","","",""
"Test cases for TestResources_UpdateAssetGroupSelectors_SuccessT0","0","TestResources_UpdateAssetGroupSelectors_SuccessT0","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_SuccessT0","TestResources_UpdateAssetGroupSelectors_SuccessT0"
"","107","should fire Confirm once with true","ConfirmationDialog","Sat Mar 07 20:42:58 UTC 2026","passed","Sat Mar 07 20:42:58 UTC 2026","","","",""
"Test cases for TestInt64Equal","0","TestInt64Equal","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64Equal","TestInt64Equal"
"","288","filling in the name value allows updating the selector and navigates back to the details page","Tag Form","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","","",""
"","66","populates the source and destination node fields when query params are passed","usePathfindingSearch","Sat Mar 07 20:40:59 UTC 2026","passed","Sat Mar 07 20:41:00 UTC 2026","","","",""
"","140","does not make feature-flag request if user is not fully authenticated","app","Sat Mar 07 20:44:01 UTC 2026","passed","Sat Mar 07 20:44:01 UTC 2026","","<Inner />","",""
"","372","should render list of available SSO providers","LoginViaSSOForm","Sat Mar 07 20:41:46 UTC 2026","passed","Sat Mar 07 20:41:46 UTC 2026","","","",""
